order_id,product_id,quantity,unit_price,line_total
ORD0000032,PROD00312,3,5094.46,15283.38
ORD0000032,PROD00540,2,2061.1,4122.2
ORD0000032,PROD00151,1,7740.14,7740.14
ORD0000033,PROD00351,1,13242.24,13242.24
ORD0000033,PROD00518,3,17955.3,53865.9
ORD0000033,PROD00492,2,1379.23,2758.46
ORD0000033,PROD00408,1,17831.09,17831.09
ORD0000033,PROD00508,2,6529.74,13059.48
ORD0000034,PROD00592,3,18730.04,56190.12
ORD0000034,PROD00076,3,12923.29,38769.87
ORD0000034,PROD00498,1,9732.63,9732.63
ORD0000035,PROD00033,3,10669.59,32008.77
ORD0000035,PROD00040,3,10612.24,31836.72
ORD0000035,PROD00260,1,6269.96,6269.96
ORD0000036,PROD00446,1,10661.62,10661.62
ORD0000036,PROD00288,2,12699.4,25398.8
ORD0000036,PROD00058,3,12703.15,38109.45
ORD0000036,PROD00072,2,2357.72,4715.44
ORD0000036,PROD00541,1,5241.22,5241.22
ORD0000037,PROD00157,1,4018.39,4018.39
ORD0000037,PROD00396,1,12002.03,12002.03
ORD0000038,PROD00282,3,18509.03,55527.09
ORD0000038,PROD00390,2,18220.42,36440.84
ORD0000038,PROD00541,2,5241.22,10482.44
ORD0000038,PROD00529,3,12895.17,38685.51
ORD0000039,PROD00037,1,3820.89,3820.89
ORD0000039,PROD00091,3,16503.23,49509.69
ORD0000040,PROD00441,1,8707.01,8707.01
ORD0000040,PROD00064,1,6991.97,6991.97
ORD0000040,PROD00005,2,16096.19,32192.38
ORD0000040,PROD00072,3,2357.72,7073.16
ORD0000041,PROD00507,3,11186.72,33560.16
ORD0000042,PROD00448,3,8928.12,26784.36
ORD0000042,PROD00083,2,1491.82,2983.64
ORD0000042,PROD00541,3,5241.22,15723.66
ORD0000042,PROD00407,2,13484.16,26968.32
ORD0000042,PROD00339,3,9234.7,27704.1
ORD0000043,PROD00024,1,11159.05,11159.05
ORD0000043,PROD00107,2,16093.85,32187.7
ORD0000043,PROD00052,2,1611.58,3223.16
ORD0000043,PROD00294,1,3553.75,3553.75
ORD0000044,PROD00320,2,8323.98,16647.96
ORD0000044,PROD00239,3,5473.62,16420.86
ORD0000045,PROD00257,3,12112.02,36336.06
ORD0000045,PROD00108,2,3654.07,7308.14
ORD0000045,PROD00581,2,6368.51,12737.02
ORD0000045,PROD00183,3,5137.32,15411.96
ORD0000045,PROD00367,1,8165.85,8165.85
ORD0000046,PROD00452,1,16473.37,16473.37
ORD0000046,PROD00471,1,8830.96,8830.96
ORD0000047,PROD00448,2,8928.12,17856.24
ORD0000047,PROD00470,1,10253.16,10253.16
ORD0000048,PROD00072,3,2357.72,7073.16
ORD0000048,PROD00182,3,11226.82,33680.46
ORD0000048,PROD00104,2,2933.08,5866.16
ORD0000048,PROD00272,1,6936.34,6936.34
ORD0000049,PROD00236,2,9640.25,19280.5
ORD0000049,PROD00585,2,4637.73,9275.46
ORD0000049,PROD00230,3,7081.03,21243.09
ORD0000050,PROD00475,2,5063.59,10127.18
ORD0000050,PROD00588,2,13640.12,27280.24
ORD0000050,PROD00342,1,12745.64,12745.64
ORD0000050,PROD00474,3,7773.25,23319.75
ORD0000050,PROD00397,3,1824.14,5472.42
ORD0000051,PROD00497,1,3765.59,3765.59
ORD0000051,PROD00094,3,1277.04,3831.12
ORD0000051,PROD00095,2,1074.12,2148.24
ORD0000051,PROD00082,3,16663.94,49991.82
ORD0000052,PROD00281,1,11531.63,11531.63
ORD0000053,PROD00304,3,13928.03,41784.09
ORD0000053,PROD00392,3,5756.9,17270.7
ORD0000053,PROD00015,1,3624.63,3624.63
ORD0000053,PROD00167,3,13461.65,40384.95
ORD0000053,PROD00063,3,6951.69,20855.07
ORD0000054,PROD00347,1,15843.22,15843.22
ORD0000054,PROD00193,1,13976.58,13976.58
ORD0000054,PROD00152,2,3206.9,6413.8
ORD0000054,PROD00386,1,13874.79,13874.79
ORD0000054,PROD00208,1,5746.23,5746.23
ORD0000055,PROD00106,1,18878.59,18878.59
ORD0000055,PROD00209,2,5995.95,11991.9
ORD0000056,PROD00257,3,12112.02,36336.06
ORD0000056,PROD00126,3,13091.29,39273.87
ORD0000056,PROD00219,1,14882.88,14882.88
ORD0000056,PROD00245,3,14731.91,44195.73
ORD0000056,PROD00480,2,13354.76,26709.52
ORD0000057,PROD00495,1,1255.71,1255.71
ORD0000057,PROD00325,3,13532.44,40597.32
ORD0000058,PROD00096,1,7634.0,7634.0
ORD0000059,PROD00490,1,15005.03,15005.03
ORD0000059,PROD00200,2,10172.51,20345.02
ORD0000060,PROD00372,3,12936.73,38810.19
ORD0000060,PROD00197,2,11620.36,23240.72
ORD0000060,PROD00510,3,716.69,2150.07
ORD0000061,PROD00041,3,7940.01,23820.03
ORD0000061,PROD00498,3,9732.63,29197.89
ORD0000061,PROD00472,2,10272.95,20545.9
ORD0000062,PROD00009,3,3767.02,11301.06
ORD0000062,PROD00053,3,18671.6,56014.8
ORD0000063,PROD00140,3,14460.11,43380.33
ORD0000063,PROD00232,1,3801.42,3801.42
ORD0000063,PROD00568,1,4681.07,4681.07
ORD0000063,PROD00088,2,12435.61,24871.22
ORD0000063,PROD00564,1,4536.69,4536.69
ORD0000064,PROD00319,2,12924.65,25849.3
ORD0000064,PROD00168,2,15658.8,31317.6
ORD0000064,PROD00038,3,9415.23,28245.69
ORD0000064,PROD00567,2,12406.06,24812.12
ORD0000064,PROD00373,2,19459.24,38918.48
ORD0000065,PROD00543,3,618.97,1856.91
ORD0000065,PROD00277,2,5426.33,10852.66
ORD0000065,PROD00550,2,13095.33,26190.66
ORD0000066,PROD00358,1,17805.88,17805.88
ORD0000066,PROD00329,3,12522.97,37568.91
ORD0000066,PROD00414,1,16246.64,16246.64
ORD0000067,PROD00152,3,3206.9,9620.7
ORD0000067,PROD00538,3,188.8,566.4
ORD0000068,PROD00229,3,9045.53,27136.59
ORD0000068,PROD00073,3,18927.98,56783.94
ORD0000068,PROD00428,1,16906.76,16906.76
ORD0000068,PROD00299,2,19903.43,39806.86
ORD0000069,PROD00447,3,1882.41,5647.23
ORD0000069,PROD00275,1,15380.93,15380.93
ORD0000069,PROD00020,3,19122.59,57367.77
ORD0000070,PROD00027,3,9300.33,27900.99
ORD0000070,PROD00047,3,9240.67,27722.01
ORD0000070,PROD00456,3,6105.03,18315.09
ORD0000070,PROD00112,3,10228.75,30686.25
ORD0000071,PROD00362,2,17186.78,34373.56
ORD0000071,PROD00264,1,17045.17,17045.17
ORD0000071,PROD00275,2,15380.93,30761.86
ORD0000072,PROD00541,3,5241.22,15723.66
ORD0000072,PROD00320,1,8323.98,8323.98
ORD0000072,PROD00225,1,16011.09,16011.09
ORD0000072,PROD00456,1,6105.03,6105.03
ORD0000073,PROD00057,3,8845.06,26535.18
ORD0000074,PROD00006,3,17990.04,53970.12
ORD0000074,PROD00443,2,17404.62,34809.24
ORD0000074,PROD00310,2,10067.53,20135.06
ORD0000074,PROD00002,3,2289.21,6867.63
ORD0000075,PROD00225,2,16011.09,32022.18
ORD0000075,PROD00426,1,18351.11,18351.11
ORD0000076,PROD00030,2,5799.83,11599.66
ORD0000077,PROD00433,2,18168.38,36336.76
ORD0000077,PROD00252,3,2810.65,8431.95
ORD0000077,PROD00473,3,13470.64,40411.92
ORD0000077,PROD00563,3,2858.37,8575.11
ORD0000078,PROD00095,3,1074.12,3222.36
ORD0000078,PROD00146,2,7759.54,15519.08
ORD0000078,PROD00402,1,8486.39,8486.39
ORD0000078,PROD00504,1,6274.43,6274.43
ORD0000079,PROD00519,3,18936.82,56810.46
ORD0000079,PROD00020,2,19122.59,38245.18
ORD0000080,PROD00229,1,9045.53,9045.53
ORD0000081,PROD00307,3,15379.58,46138.74
ORD0000081,PROD00569,1,68.81,68.81
ORD0000081,PROD00494,1,19141.99,19141.99
ORD0000081,PROD00508,3,6529.74,19589.22
ORD0000082,PROD00586,3,3005.27,9015.81
ORD0000083,PROD00277,1,5426.33,5426.33
ORD0000083,PROD00275,2,15380.93,30761.86
ORD0000084,PROD00053,2,18671.6,37343.2
ORD0000084,PROD00226,2,6954.84,13909.68
ORD0000085,PROD00476,2,3365.7,6731.4
ORD0000086,PROD00034,1,1563.64,1563.64
ORD0000086,PROD00324,1,2660.31,2660.31
ORD0000086,PROD00551,1,13461.07,13461.07
ORD0000087,PROD00401,2,11118.39,22236.78
ORD0000087,PROD00060,3,724.09,2172.27
ORD0000087,PROD00132,2,14009.28,28018.56
ORD0000087,PROD00393,3,10360.89,31082.67
ORD0000087,PROD00581,2,6368.51,12737.02
ORD0000088,PROD00194,2,7789.65,15579.3
ORD0000089,PROD00217,1,11062.76,11062.76
ORD0000089,PROD00485,2,11022.08,22044.16
ORD0000089,PROD00360,1,14607.51,14607.51
ORD0000089,PROD00309,3,4262.6,12787.8
ORD0000089,PROD00421,1,879.84,879.84
ORD0000090,PROD00460,1,17496.38,17496.38
ORD0000091,PROD00291,2,3649.46,7298.92
ORD0000091,PROD00504,1,6274.43,6274.43
ORD0000091,PROD00554,3,17562.76,52688.28
ORD0000091,PROD00428,1,16906.76,16906.76
ORD0000091,PROD00471,2,8830.96,17661.92
ORD0000092,PROD00464,2,292.99,585.98
ORD0000092,PROD00499,1,16612.04,16612.04
ORD0000092,PROD00237,2,10002.08,20004.16
ORD0000092,PROD00472,2,10272.95,20545.9
ORD0000093,PROD00567,1,12406.06,12406.06
ORD0000094,PROD00089,2,17825.36,35650.72
ORD0000094,PROD00015,2,3624.63,7249.26
ORD0000094,PROD00301,1,12327.25,12327.25
ORD0000094,PROD00318,1,18518.75,18518.75
ORD0000095,PROD00544,1,18190.62,18190.62
ORD0000096,PROD00355,1,19910.55,19910.55
ORD0000096,PROD00245,2,14731.91,29463.82
ORD0000097,PROD00430,2,3411.87,6823.74
ORD0000097,PROD00581,2,6368.51,12737.02
ORD0000098,PROD00270,1,768.95,768.95
ORD0000099,PROD00472,3,10272.95,30818.85
ORD0000099,PROD00161,3,481.46,1444.38
ORD0000099,PROD00045,2,13451.31,26902.62
ORD0000100,PROD00399,1,7476.29,7476.29
ORD0000100,PROD00224,2,14326.93,28653.86
ORD0000100,PROD00289,2,15229.78,30459.56
ORD0000101,PROD00277,1,5426.33,5426.33
ORD0000101,PROD00003,3,5859.91,17579.73
ORD0000101,PROD00574,1,18080.16,18080.16
ORD0000102,PROD00178,3,18901.7,56705.1
ORD0000102,PROD00490,1,15005.03,15005.03
ORD0000102,PROD00437,3,18772.44,56317.32
ORD0000102,PROD00038,1,9415.23,9415.23
ORD0000102,PROD00483,1,11435.26,11435.26
ORD0000103,PROD00029,2,12199.53,24399.06
ORD0000103,PROD00546,2,14734.84,29469.68
ORD0000104,PROD00082,3,16663.94,49991.82
ORD0000105,PROD00314,3,348.48,1045.44
ORD0000105,PROD00404,2,7340.76,14681.52
ORD0000105,PROD00243,2,9273.45,18546.9
ORD0000105,PROD00345,3,4008.28,12024.84
ORD0000106,PROD00011,3,7298.32,21894.96
ORD0000106,PROD00020,3,19122.59,57367.77
ORD0000107,PROD00032,2,10913.4,21826.8
ORD0000107,PROD00054,1,7294.5,7294.5
ORD0000107,PROD00537,2,330.89,661.78
ORD0000108,PROD00194,2,7789.65,15579.3
ORD0000108,PROD00124,1,3460.35,3460.35
ORD0000108,PROD00271,1,18658.94,18658.94
ORD0000108,PROD00058,2,12703.15,25406.3
ORD0000108,PROD00059,3,15500.82,46502.46
ORD0000109,PROD00452,2,16473.37,32946.74
ORD0000109,PROD00455,2,112.28,224.56
ORD0000109,PROD00544,3,18190.62,54571.86
ORD0000109,PROD00374,1,1161.92,1161.92
ORD0000109,PROD00024,1,11159.05,11159.05
ORD0000110,PROD00255,1,15669.54,15669.54
ORD0000110,PROD00414,2,16246.64,32493.28
ORD0000110,PROD00168,2,15658.8,31317.6
ORD0000110,PROD00082,3,16663.94,49991.82
ORD0000110,PROD00070,1,9431.47,9431.47
ORD0000111,PROD00333,3,16574.06,49722.18
ORD0000111,PROD00205,1,16406.37,16406.37
ORD0000112,PROD00460,3,17496.38,52489.14
ORD0000112,PROD00194,2,7789.65,15579.3
ORD0000113,PROD00079,3,10119.85,30359.55
ORD0000113,PROD00170,2,11817.2,23634.4
ORD0000113,PROD00246,1,2808.6,2808.6
ORD0000113,PROD00472,1,10272.95,10272.95
ORD0000114,PROD00130,2,4147.1,8294.2
ORD0000114,PROD00400,1,14427.26,14427.26
ORD0000114,PROD00506,2,17414.49,34828.98
ORD0000114,PROD00210,1,7692.87,7692.87
ORD0000115,PROD00300,1,8012.23,8012.23
ORD0000115,PROD00341,1,7092.44,7092.44
ORD0000115,PROD00004,1,12302.97,12302.97
ORD0000115,PROD00554,1,17562.76,17562.76
ORD0000116,PROD00086,3,7614.26,22842.78
ORD0000116,PROD00231,2,11120.45,22240.9
ORD0000117,PROD00261,1,12774.55,12774.55
ORD0000118,PROD00206,1,11101.14,11101.14
ORD0000118,PROD00336,2,19144.29,38288.58
ORD0000119,PROD00337,1,13951.07,13951.07
ORD0000119,PROD00279,2,19833.88,39667.76
ORD0000119,PROD00249,3,4129.45,12388.35
ORD0000120,PROD00528,1,690.59,690.59
ORD0000120,PROD00413,1,1731.2,1731.2
ORD0000120,PROD00117,2,7541.2,15082.4
ORD0000121,PROD00396,3,12002.03,36006.09
ORD0000121,PROD00001,3,2163.82,6491.46
ORD0000121,PROD00008,1,162.34,162.34
ORD0000121,PROD00144,3,7823.67,23471.01
ORD0000122,PROD00452,1,16473.37,16473.37
ORD0000122,PROD00244,1,14296.04,14296.04
ORD0000122,PROD00140,2,14460.11,28920.22
ORD0000122,PROD00401,3,11118.39,33355.17
ORD0000123,PROD00488,2,14324.34,28648.68
ORD0000123,PROD00311,3,449.23,1347.69
ORD0000123,PROD00575,3,8226.46,24679.38
ORD0000123,PROD00130,3,4147.1,12441.3
ORD0000123,PROD00466,1,5822.58,5822.58
ORD0000124,PROD00490,1,15005.03,15005.03
ORD0000125,PROD00111,2,15830.53,31661.06
ORD0000125,PROD00164,3,6467.17,19401.51
ORD0000125,PROD00415,1,14392.19,14392.19
ORD0000125,PROD00155,1,13312.91,13312.91
ORD0000126,PROD00129,3,9895.51,29686.53
ORD0000126,PROD00509,3,5903.12,17709.36
ORD0000126,PROD00280,1,3988.2,3988.2
ORD0000127,PROD00156,1,5759.31,5759.31
ORD0000127,PROD00440,3,639.36,1918.08
ORD0000127,PROD00101,2,4461.41,8922.82
ORD0000127,PROD00500,2,19014.7,38029.4
ORD0000127,PROD00285,3,18952.17,56856.51
ORD0000128,PROD00209,2,5995.95,11991.9
ORD0000128,PROD00178,2,18901.7,37803.4
ORD0000129,PROD00400,2,14427.26,28854.52
ORD0000129,PROD00353,3,17913.48,53740.44
ORD0000129,PROD00301,3,12327.25,36981.75
ORD0000130,PROD00475,3,5063.59,15190.77
ORD0000130,PROD00581,1,6368.51,6368.51
ORD0000131,PROD00506,2,17414.49,34828.98
ORD0000132,PROD00180,3,12851.43,38554.29
ORD0000132,PROD00566,2,15293.66,30587.32
ORD0000132,PROD00305,3,18760.85,56282.55
ORD0000133,PROD00523,3,6691.6,20074.8
ORD0000133,PROD00329,2,12522.97,25045.94
ORD0000133,PROD00272,2,6936.34,13872.68
ORD0000133,PROD00014,2,7002.14,14004.28
ORD0000134,PROD00049,1,1934.53,1934.53
ORD0000134,PROD00370,1,11842.35,11842.35
ORD0000135,PROD00596,3,19659.75,58979.25
ORD0000135,PROD00425,1,11189.77,11189.77
ORD0000136,PROD00262,1,236.43,236.43
ORD0000136,PROD00250,2,3763.99,7527.98
ORD0000136,PROD00497,3,3765.59,11296.77
ORD0000136,PROD00052,1,1611.58,1611.58
ORD0000136,PROD00489,2,2237.08,4474.16
ORD0000137,PROD00484,1,9711.11,9711.11
ORD0000137,PROD00164,2,6467.17,12934.34
ORD0000137,PROD00441,3,8707.01,26121.03
ORD0000137,PROD00133,2,4963.1,9926.2
ORD0000138,PROD00508,1,6529.74,6529.74
ORD0000138,PROD00014,1,7002.14,7002.14
ORD0000139,PROD00582,3,5200.26,15600.78
ORD0000139,PROD00119,2,6895.15,13790.3
ORD0000139,PROD00486,1,9861.22,9861.22
ORD0000139,PROD00183,1,5137.32,5137.32
ORD0000139,PROD00458,3,9482.23,28446.69
ORD0000140,PROD00275,3,15380.93,46142.79
ORD0000141,PROD00381,2,3141.09,6282.18
ORD0000141,PROD00248,2,16429.59,32859.18
ORD0000141,PROD00154,3,2159.2,6477.6
ORD0000141,PROD00210,1,7692.87,7692.87
ORD0000142,PROD00407,1,13484.16,13484.16
ORD0000142,PROD00424,1,3018.33,3018.33
ORD0000142,PROD00338,2,11940.8,23881.6
ORD0000142,PROD00271,3,18658.94,55976.82
ORD0000142,PROD00580,2,10559.04,21118.08
ORD0000143,PROD00475,1,5063.59,5063.59
ORD0000143,PROD00516,3,2536.05,7608.15
ORD0000143,PROD00017,1,9312.23,9312.23
ORD0000144,PROD00300,3,8012.23,24036.69
ORD0000144,PROD00238,1,4340.95,4340.95
ORD0000144,PROD00492,2,1379.23,2758.46
ORD0000144,PROD00288,2,12699.4,25398.8
ORD0000145,PROD00378,1,1616.62,1616.62
ORD0000145,PROD00120,2,4876.02,9752.04
ORD0000145,PROD00338,1,11940.8,11940.8
ORD0000145,PROD00450,3,16712.82,50138.46
ORD0000145,PROD00161,1,481.46,481.46
ORD0000146,PROD00097,1,6777.89,6777.89
ORD0000146,PROD00568,1,4681.07,4681.07
ORD0000147,PROD00191,2,15663.9,31327.8
ORD0000147,PROD00221,1,16190.24,16190.24
ORD0000147,PROD00199,2,1421.58,2843.16
ORD0000147,PROD00344,2,13586.42,27172.84
ORD0000148,PROD00437,3,18772.44,56317.32
ORD0000149,PROD00525,1,12164.97,12164.97
ORD0000149,PROD00020,1,19122.59,19122.59
ORD0000149,PROD00254,1,9419.6,9419.6
ORD0000149,PROD00598,3,4093.01,12279.03
ORD0000150,PROD00568,1,4681.07,4681.07
ORD0000150,PROD00220,2,10663.17,21326.34
ORD0000150,PROD00552,1,156.52,156.52
ORD0000150,PROD00337,2,13951.07,27902.14
ORD0000150,PROD00319,3,12924.65,38773.95
ORD0000151,PROD00292,1,15332.22,15332.22
ORD0000151,PROD00060,3,724.09,2172.27
ORD0000152,PROD00077,3,16543.22,49629.66
ORD0000153,PROD00578,2,8980.1,17960.2
ORD0000153,PROD00545,2,214.05,428.1
ORD0000153,PROD00542,1,3582.01,3582.01
ORD0000153,PROD00538,3,188.8,566.4
ORD0000154,PROD00517,2,17160.24,34320.48
ORD0000154,PROD00195,1,3240.27,3240.27
ORD0000154,PROD00483,1,11435.26,11435.26
ORD0000154,PROD00475,3,5063.59,15190.77
ORD0000154,PROD00588,1,13640.12,13640.12
ORD0000155,PROD00463,3,1125.27,3375.81
ORD0000155,PROD00417,3,2049.82,6149.46
ORD0000156,PROD00377,2,9653.59,19307.18
ORD0000157,PROD00120,3,4876.02,14628.06
ORD0000157,PROD00019,2,8582.45,17164.9
ORD0000157,PROD00247,1,19325.25,19325.25
ORD0000157,PROD00205,1,16406.37,16406.37
ORD0000157,PROD00420,3,16626.9,49880.7
ORD0000158,PROD00302,1,7336.62,7336.62
ORD0000158,PROD00107,1,16093.85,16093.85
ORD0000158,PROD00585,2,4637.73,9275.46
ORD0000158,PROD00477,1,7022.01,7022.01
ORD0000159,PROD00300,2,8012.23,16024.46
ORD0000160,PROD00419,3,13612.37,40837.11
ORD0000160,PROD00345,3,4008.28,12024.84
ORD0000161,PROD00590,3,10096.36,30289.08
ORD0000162,PROD00254,2,9419.6,18839.2
ORD0000162,PROD00446,3,10661.62,31984.86
ORD0000163,PROD00322,1,15708.42,15708.42
ORD0000163,PROD00328,2,14789.16,29578.32
ORD0000164,PROD00286,3,17697.21,53091.63
ORD0000164,PROD00235,1,4567.27,4567.27
ORD0000164,PROD00294,2,3553.75,7107.5
ORD0000164,PROD00018,2,9931.59,19863.18
ORD0000164,PROD00174,3,5023.44,15070.32
ORD0000165,PROD00236,2,9640.25,19280.5
ORD0000165,PROD00561,1,2039.63,2039.63
ORD0000165,PROD00337,2,13951.07,27902.14
ORD0000166,PROD00503,2,12086.35,24172.7
ORD0000166,PROD00592,2,18730.04,37460.08
ORD0000166,PROD00180,2,12851.43,25702.86
ORD0000166,PROD00267,2,13774.86,27549.72
ORD0000167,PROD00378,1,1616.62,1616.62
ORD0000167,PROD00087,3,6838.49,20515.47
ORD0000167,PROD00135,1,2132.21,2132.21
ORD0000167,PROD00090,3,9948.71,29846.13
ORD0000168,PROD00017,3,9312.23,27936.69
ORD0000168,PROD00242,3,15413.28,46239.84
ORD0000168,PROD00544,1,18190.62,18190.62
ORD0000169,PROD00113,1,2600.6,2600.6
ORD0000170,PROD00508,1,6529.74,6529.74
ORD0000170,PROD00270,2,768.95,1537.9
ORD0000170,PROD00263,1,707.89,707.89
ORD0000171,PROD00104,1,2933.08,2933.08
ORD0000171,PROD00284,1,19418.54,19418.54
ORD0000171,PROD00460,1,17496.38,17496.38
ORD0000171,PROD00461,1,14996.88,14996.88
ORD0000172,PROD00131,2,14757.69,29515.38
ORD0000172,PROD00171,3,4052.3,12156.9
ORD0000173,PROD00570,3,15155.15,45465.45
ORD0000173,PROD00537,1,330.89,330.89
ORD0000173,PROD00440,1,639.36,639.36
ORD0000173,PROD00544,1,18190.62,18190.62
ORD0000173,PROD00150,1,999.28,999.28
ORD0000174,PROD00373,2,19459.24,38918.48
ORD0000174,PROD00412,1,14355.11,14355.11
ORD0000174,PROD00252,3,2810.65,8431.95
ORD0000174,PROD00014,1,7002.14,7002.14
ORD0000174,PROD00215,2,16938.69,33877.38
ORD0000175,PROD00522,2,7504.13,15008.26
ORD0000175,PROD00405,3,18726.12,56178.36
ORD0000175,PROD00019,2,8582.45,17164.9
ORD0000176,PROD00282,1,18509.03,18509.03
ORD0000176,PROD00147,3,6639.37,19918.11
ORD0000176,PROD00514,3,9448.65,28345.95
ORD0000176,PROD00068,1,2955.29,2955.29
ORD0000177,PROD00139,2,18778.06,37556.12
ORD0000178,PROD00118,3,9980.24,29940.72
ORD0000178,PROD00339,3,9234.7,27704.1
ORD0000178,PROD00419,3,13612.37,40837.11
ORD0000179,PROD00271,2,18658.94,37317.88
ORD0000179,PROD00563,2,2858.37,5716.74
ORD0000180,PROD00335,3,15557.18,46671.54
ORD0000180,PROD00346,1,9905.04,9905.04
ORD0000180,PROD00265,1,13696.3,13696.3
ORD0000181,PROD00461,1,14996.88,14996.88
ORD0000181,PROD00565,1,11184.78,11184.78
ORD0000182,PROD00537,1,330.89,330.89
ORD0000182,PROD00266,1,5344.13,5344.13
ORD0000182,PROD00133,1,4963.1,4963.1
ORD0000182,PROD00278,3,4892.16,14676.48
ORD0000182,PROD00554,1,17562.76,17562.76
ORD0000183,PROD00228,1,102.51,102.51
ORD0000183,PROD00372,1,12936.73,12936.73
ORD0000183,PROD00399,2,7476.29,14952.58
ORD0000183,PROD00143,2,1476.49,2952.98
ORD0000183,PROD00137,3,17211.94,51635.82
ORD0000184,PROD00021,1,4333.97,4333.97
ORD0000184,PROD00140,1,14460.11,14460.11
ORD0000185,PROD00022,2,10357.45,20714.9
ORD0000185,PROD00567,3,12406.06,37218.18
ORD0000185,PROD00047,2,9240.67,18481.34
ORD0000186,PROD00045,3,13451.31,40353.93
