customer_id,join_date,city,gender,age_group,loyalty_tier
CUST000119,2021-10-26,Kolkata,Female,18-25,Bronze
CUST000120,2024-09-22,Jaipur,Female,26-35,Bronze
CUST000121,2024-04-22,Lucknow,Male,26-35,Gold
CUST000122,2024-05-08,Lucknow,Female,18-25,Bronze
CUST000123,2020-04-24,Bangalore,Female,36-45,Bronze
CUST000124,2021-04-14,Kolkata,Male,46-55,Platinum
CUST000125,2024-08-10,Mumbai,Female,26-35,Silver
CUST000126,2020-03-06,Chennai,Female,36-45,Bronze
CUST000127,2024-07-06,Chennai,Male,46-55,Bronze
CUST000128,2021-10-08,Hyderabad,Female,46-55,Bronze
CUST000129,2022-04-01,Kolkata,Female,18-25,Bronze
CUST000130,2021-07-02,Kolkata,Male,56+,Gold
CUST000131,2020-05-15,Chennai,Other,26-35,Bronze
CUST000132,2021-03-08,Kolkata,Male,26-35,Silver
CUST000133,2023-03-07,Bangalore,Male,18-25,Gold
CUST000134,2024-11-29,Pune,Male,26-35,Bronze
CUST000135,2024-01-10,Delhi,Female,18-25,Bronze
CUST000136,2021-10-06,Lucknow,Female,18-25,Silver
CUST000137,2021-03-11,Jaipur,Male,26-35,Gold
CUST000138,2023-09-04,Hyderabad,Male,46-55,Gold
CUST000139,2022-10-19,Pune,Female,46-55,Bronze
CUST000140,2022-03-21,Chennai,Male,26-35,Silver
CUST000141,2023-08-09,Lucknow,Female,46-55,Silver
CUST000142,2022-07-28,Kolkata,Female,46-55,Gold
CUST000143,2020-10-19,Jaipur,Female,36-45,Bronze
CUST000144,2021-06-26,Kolkata,Other,18-25,Silver
CUST000145,2020-10-12,Mumbai,Male,36-45,Gold
CUST000146,2021-05-20,Mumbai,Other,46-55,Bronze
CUST000147,2024-03-05,Jaipur,Female,36-45,Bronze
CUST000148,2023-02-23,Jaipur,Female,26-35,Bronze
CUST000149,2023-01-08,Chennai,Male,26-35,Bronze
CUST000150,2021-06-22,Jaipur,Female,36-45,Bronze
CUST000151,2024-03-09,Bangalore,Male,26-35,Gold
CUST000152,2023-04-12,Kolkata,Male,18-25,Bronze
CUST000153,2022-05-27,Pune,Male,26-35,Bronze
CUST000154,2023-04-10,Ahmedabad,Female,46-55,Silver
CUST000155,2022-03-28,Jaipur,Female,46-55,Bronze
CUST000156,2022-01-11,Hyderabad,Female,18-25,Bronze
CUST000157,2021-03-25,Mumbai,Female,56+,Silver
CUST000158,2020-10-10,Bangalore,Male,26-35,Gold
CUST000159,2022-11-09,Lucknow,Female,36-45,Silver
CUST000160,2022-10-07,Ahmedabad,Male,36-45,Silver
CUST000161,2020-07-05,Pune,Female,46-55,Bronze
CUST000162,2024-03-27,Ahmedabad,Female,46-55,Gold
CUST000163,2020-04-06,Jaipur,Female,26-35,Bronze
CUST000164,2024-10-29,Chennai,Female,46-55,Silver
CUST000165,2020-08-12,Mumbai,Male,18-25,Bronze
CUST000166,2020-11-09,Mumbai,Male,36-45,Gold
CUST000167,2023-07-09,Lucknow,Female,36-45,Silver
CUST000168,2020-11-23,Chennai,Male,36-45,Silver
CUST000169,2024-06-10,Kolkata,Male,26-35,Bronze
CUST000170,2023-10-25,Delhi,Female,46-55,Bronze
CUST000171,2022-05-14,Bangalore,Female,18-25,Silver
CUST000172,2023-05-06,Mumbai,Male,18-25,Silver
CUST000173,2020-05-10,Hyderabad,Male,36-45,Bronze
CUST000174,2022-02-27,Mumbai,Female,26-35,Platinum
CUST000175,2022-02-20,Ahmedabad,Female,46-55,Gold
CUST000176,2023-05-05,Mumbai,Male,26-35,Bronze
CUST000177,2022-08-16,Mumbai,Male,18-25,Gold
CUST000178,2022-12-19,Delhi,Male,46-55,Silver
CUST000179,2021-05-29,Delhi,Male,26-35,Bronze
CUST000180,2023-02-07,Pune,Male,18-25,Bronze
CUST000181,2024-10-28,Kolkata,Female,36-45,Silver
CUST000182,2020-01-24,Hyderabad,Female,26-35,Silver
CUST000183,2023-10-25,Mumbai,Female,36-45,Bronze
CUST000184,2024-01-16,Mumbai,Male,26-35,Silver
CUST000185,2020-08-22,Bangalore,Female,46-55,Silver
CUST000186,2023-10-28,Delhi,Male,46-55,Silver
CUST000187,2023-01-04,Hyderabad,Other,36-45,Bronze
CUST000188,2024-03-17,Lucknow,Female,18-25,Gold
CUST000189,2021-06-30,Pune,Male,46-55,Bronze
CUST000190,2024-04-23,Kolkata,Female,36-45,Bronze
CUST000191,2023-08-05,Chennai,Male,36-45,Bronze
CUST000192,2021-11-27,Kolkata,Female,26-35,Bronze
CUST000193,2020-08-16,Ahmedabad,Male,46-55,Gold
CUST000194,2021-08-24,Mumbai,Male,36-45,Bronze
CUST000195,2022-06-09,Pune,Female,18-25,Silver
CUST000196,2020-11-19,Ahmedabad,Male,26-35,Bronze
CUST000197,2022-07-18,Hyderabad,Female,46-55,Bronze
CUST000198,2020-01-07,Chennai,Male,18-25,Platinum
CUST000199,2024-01-18,Delhi,Female,56+,Silver
CUST000200,2024-11-28,Pune,Female,36-45,Bronze
CUST000201,2024-01-13,Pune,Female,36-45,Silver
CUST000202,2021-06-23,Mumbai,Male,26-35,Bronze
CUST000203,2022-10-22,Jaipur,Male,18-25,Bronze
CUST000204,2024-04-09,Pune,Male,46-55,Silver
CUST000205,2020-12-31,Bangalore,Male,26-35,Silver
CUST000206,2022-11-05,Chennai,Female,36-45,Bronze
CUST000207,2020-08-05,Chennai,Female,26-35,Gold
CUST000208,2024-11-17,Bangalore,Female,18-25,Silver
CUST000209,2023-07-04,Lucknow,Female,18-25,Bronze
CUST000210,2021-09-03,Bangalore,Female,26-35,Silver
CUST000211,2024-09-19,Bangalore,Female,56+,Silver
CUST000212,2023-08-01,Chennai,Male,26-35,Silver
CUST000213,2022-11-05,Kolkata,Female,26-35,Bronze
CUST000214,2023-06-01,Chennai,Female,26-35,Silver
CUST000215,2021-02-11,Jaipur,Female,26-35,Bronze
CUST000216,2020-11-09,Mumbai,Male,26-35,Gold
CUST000217,2022-02-04,Ahmedabad,Male,46-55,Silver
CUST000218,2024-04-10,Kolkata,Male,26-35,Bronze
CUST000219,2020-11-26,Delhi,Female,26-35,Silver
CUST000220,2023-01-09,Ahmedabad,Female,18-25,Gold
CUST000221,2024-05-13,Mumbai,Male,56+,Gold
CUST000222,2022-12-22,Jaipur,Other,18-25,Bronze
CUST000223,2020-01-02,Jaipur,Male,18-25,Bronze
CUST000224,2023-05-11,Delhi,Male,36-45,Silver
CUST000225,2021-10-25,Kolkata,Male,26-35,Bronze
CUST000226,2022-09-27,Lucknow,Female,26-35,Gold
CUST000227,2020-02-09,Bangalore,Female,26-35,Bronze
CUST000228,2020-08-17,Kolkata,Male,36-45,Bronze
CUST000229,2022-01-13,Lucknow,Female,18-25,Bronze
CUST000230,2024-12-04,Jaipur,Male,46-55,Bronze
CUST000231,2024-08-30,Chennai,Female,36-45,Silver
CUST000232,2024-07-10,Mumbai,Female,26-35,Bronze
CUST000233,2021-09-21,Delhi,Female,26-35,Bronze
CUST000234,2021-05-05,Mumbai,Male,26-35,Bronze
CUST000235,2020-04-28,Hyderabad,Other,36-45,Silver
CUST000236,2021-05-08,Hyderabad,Female,26-35,Bronze
CUST000237,2024-12-03,Kolkata,Male,26-35,Silver
CUST000238,2023-03-07,Jaipur,Female,26-35,Silver
CUST000239,2020-06-10,Jaipur,Male,56+,Silver
CUST000240,2020-06-24,Bangalore,Female,26-35,Gold
CUST000241,2024-02-07,Bangalore,Male,46-55,Gold
CUST000242,2022-09-22,Bangalore,Female,26-35,Gold
CUST000243,2024-07-29,Chennai,Female,18-25,Bronze
CUST000244,2020-05-21,Ahmedabad,Male,18-25,Bronze
CUST000245,2024-04-06,Pune,Male,26-35,Bronze
CUST000246,2022-12-26,Ahmedabad,Male,18-25,Gold
CUST000247,2024-04-17,Mumbai,Male,18-25,Platinum
CUST000248,2020-09-14,Ahmedabad,Male,46-55,Gold
CUST000249,2020-09-19,Chennai,Female,46-55,Bronze
CUST000250,2023-09-13,Mumbai,Male,36-45,Gold
CUST000251,2022-08-31,Ahmedabad,Male,18-25,Bronze
CUST000252,2023-01-30,Chennai,Female,18-25,Bronze
CUST000253,2020-12-04,Pune,Male,18-25,Bronze
CUST000254,2021-06-26,Ahmedabad,Female,36-45,Bronze
CUST000255,2022-12-16,Chennai,Female,46-55,Silver
CUST000256,2024-11-21,Bangalore,Female,26-35,Bronze
CUST000257,2023-05-27,Jaipur,Female,18-25,Bronze
CUST000258,2022-05-16,Bangalore,Female,26-35,Silver
CUST000259,2021-03-09,Jaipur,Male,26-35,Gold
CUST000260,2023-01-09,Delhi,Male,26-35,Silver
CUST000261,2024-03-26,Delhi,Male,36-45,Bronze
CUST000262,2024-02-03,Delhi,Female,36-45,Gold
CUST000263,2023-11-13,Pune,Male,18-25,Gold
CUST000264,2021-02-15,Bangalore,Female,18-25,Bronze
CUST000265,2023-12-31,Jaipur,Other,56+,Silver
CUST000266,2021-09-30,Chennai,Female,18-25,Bronze
CUST000267,2022-03-28,Mumbai,Female,18-25,Bronze
CUST000268,2023-10-07,Chennai,Male,18-25,Silver
CUST000269,2023-08-23,Mumbai,Female,18-25,Gold
CUST000270,2022-02-03,Hyderabad,Female,26-35,Bronze
CUST000271,2022-06-16,Chennai,Male,46-55,Gold
CUST000272,2022-11-25,Ahmedabad,Male,26-35,Gold
CUST000273,2022-07-13,Ahmedabad,Female,26-35,Gold
CUST000274,2020-09-04,Kolkata,Female,36-45,Bronze
CUST000275,2021-05-22,Bangalore,Female,26-35,Gold
CUST000276,2021-04-05,Mumbai,Female,46-55,Bronze
CUST000277,2020-05-11,Mumbai,Female,46-55,Silver
CUST000278,2021-11-23,Bangalore,Female,18-25,Bronze
CUST000279,2020-02-13,Pune,Male,36-45,Bronze
CUST000280,2023-04-19,Kolkata,Male,26-35,Silver
CUST000281,2023-02-08,Pune,Male,56+,Bronze
CUST000282,2021-04-16,Pune,Female,26-35,Bronze
CUST000283,2023-04-20,Pune,Female,56+,Bronze
CUST000284,2021-03-27,Bangalore,Female,36-45,Silver
CUST000285,2020-01-15,Pune,Male,18-25,Bronze
CUST000286,2020-05-25,Ahmedabad,Female,26-35,Gold
CUST000287,2023-12-20,Delhi,Female,56+,Bronze
CUST000288,2023-07-16,Hyderabad,Female,46-55,Bronze
CUST000289,2020-04-30,Mumbai,Female,18-25,Bronze
CUST000290,2021-04-13,Mumbai,Male,36-45,Bronze
CUST000291,2020-05-18,Hyderabad,Female,26-35,Bronze
CUST000292,2020-03-05,Bangalore,Male,18-25,Bronze
CUST000293,2024-10-26,Chennai,Male,26-35,Platinum
CUST000294,2021-11-07,Bangalore,Female,18-25,Silver
CUST000295,2020-05-25,Mumbai,Female,46-55,Bronze
CUST000296,2022-11-18,Mumbai,Female,26-35,Bronze
CUST000297,2021-05-02,Hyderabad,Female,46-55,Gold
CUST000298,2021-07-24,Pune,Female,18-25,Bronze
CUST000299,2023-10-02,Bangalore,Female,26-35,Bronze
CUST000300,2022-09-21,Jaipur,Female,18-25,Silver
CUST000301,2021-03-14,Hyderabad,Male,18-25,Silver
CUST000302,2023-01-09,Ahmedabad,Male,18-25,Silver
CUST000303,2020-09-27,Mumbai,Male,18-25,Bronze
CUST000304,2024-01-21,Hyderabad,Male,26-35,Bronze
CUST000305,2023-03-15,Bangalore,Male,26-35,Silver
CUST000306,2023-03-26,Mumbai,Male,26-35,Bronze
CUST000307,2022-08-26,Chennai,Male,26-35,Silver
CUST000308,2021-05-12,Hyderabad,Other,46-55,Silver
CUST000309,2024-05-25,Kolkata,Male,46-55,Bronze
CUST000310,2022-08-26,Mumbai,Female,26-35,Gold
CUST000311,2024-07-11,Bangalore,Male,26-35,Gold
CUST000312,2022-04-13,Delhi,Female,18-25,Silver
CUST000313,2021-01-24,Jaipur,Male,56+,Bronze
CUST000314,2020-07-12,Lucknow,Male,18-25,Bronze
CUST000315,2020-07-17,Pune,Female,26-35,Bronze
CUST000316,2023-09-11,Lucknow,Male,26-35,Bronze
CUST000317,2022-06-01,Bangalore,Male,26-35,Platinum
CUST000318,2021-12-26,Ahmedabad,Male,18-25,Bronze
CUST000319,2022-05-17,Ahmedabad,Male,36-45,Bronze
CUST000320,2022-04-21,Delhi,Male,18-25,Bronze
CUST000321,2022-08-14,Pune,Male,36-45,Silver
CUST000322,2024-11-04,Kolkata,Female,18-25,Bronze
CUST000323,2024-02-02,Delhi,Female,18-25,Bronze
CUST000324,2020-04-20,Lucknow,Female,46-55,Bronze
CUST000325,2023-10-11,Delhi,Male,18-25,Gold
CUST000326,2023-08-31,Lucknow,Female,46-55,Bronze
CUST000327,2023-08-16,Mumbai,Male,26-35,Gold
CUST000328,2020-07-20,Ahmedabad,Male,18-25,Gold
CUST000329,2020-05-04,Mumbai,Female,56+,Bronze
CUST000330,2022-04-04,Jaipur,Male,18-25,Silver
CUST000331,2024-01-31,Pune,Male,46-55,Bronze
CUST000332,2021-11-25,Kolkata,Female,18-25,Platinum
CUST000333,2024-06-27,Lucknow,Female,46-55,Silver
CUST000334,2024-10-30,Kolkata,Female,18-25,Bronze
CUST000335,2020-08-11,Lucknow,Female,26-35,Bronze
CUST000336,2021-05-24,Bangalore,Other,36-45,Bronze
CUST000337,2021-01-27,Delhi,Male,46-55,Platinum
CUST000338,2021-01-24,Jaipur,Male,46-55,Bronze
CUST000339,2023-01-03,Ahmedabad,Male,46-55,Silver
CUST000340,2022-07-07,Lucknow,Male,46-55,Bronze
CUST000341,2020-10-14,Kolkata,Male,18-25,Gold
CUST000342,2022-05-14,Jaipur,Female,26-35,Bronze
CUST000343,2021-01-10,Chennai,Female,26-35,Silver
CUST000344,2021-07-24,Chennai,Female,26-35,Bronze
CUST000345,2022-08-05,Mumbai,Male,26-35,Silver
CUST000346,2021-05-26,Ahmedabad,Female,26-35,Bronze
CUST000347,2024-11-25,Bangalore,Female,18-25,Bronze
CUST000348,2020-06-03,Kolkata,Female,36-45,Bronze
CUST000349,2022-06-26,Delhi,Male,18-25,Silver
CUST000350,2024-07-12,Delhi,Female,26-35,Bronze
CUST000351,2024-10-30,Kolkata,Male,26-35,Silver
CUST000352,2024-10-19,Pune,Male,36-45,Bronze
CUST000353,2023-02-01,Bangalore,Male,36-45,Gold
CUST000354,2020-07-19,Jaipur,Female,36-45,Gold
CUST000355,2020-04-13,Lucknow,Female,18-25,Silver
CUST000356,2023-08-28,Pune,Male,26-35,Bronze
CUST000357,2023-01-12,Lucknow,Male,18-25,Bronze
CUST000358,2024-09-08,Lucknow,Male,26-35,Bronze
CUST000359,2020-01-31,Pune,Male,26-35,Bronze
CUST000360,2020-07-10,Mumbai,Male,18-25,Silver
CUST000361,2024-03-23,Chennai,Male,26-35,Silver
CUST000362,2024-10-04,Lucknow,Female,56+,Gold
CUST000363,2021-04-29,Pune,Male,56+,Bronze
CUST000364,2020-12-06,Pune,Male,26-35,Silver
CUST000365,2022-04-12,Hyderabad,Male,18-25,Bronze
CUST000366,2022-09-21,Mumbai,Female,18-25,Silver
CUST000367,2022-09-12,Ahmedabad,Female,26-35,Bronze
CUST000368,2021-03-13,Hyderabad,Female,46-55,Bronze
CUST000369,2024-11-05,Hyderabad,Male,18-25,Bronze
CUST000370,2022-04-01,Kolkata,Female,36-45,Silver
CUST000371,2020-04-30,Chennai,Male,18-25,Gold
CUST000372,2020-12-03,Pune,Female,56+,Bronze
CUST000373,2022-02-15,Chennai,Female,26-35,Bronze
CUST000374,2020-01-05,Bangalore,Female,36-45,Bronze
CUST000375,2022-03-10,Kolkata,Female,26-35,Silver
CUST000376,2021-06-27,Ahmedabad,Female,36-45,Bronze
CUST000377,2024-05-24,Chennai,Male,18-25,Silver
CUST000378,2024-05-26,Delhi,Female,18-25,Platinum
CUST000379,2022-07-20,Lucknow,Male,46-55,Gold
CUST000380,2021-08-07,Bangalore,Female,46-55,Bronze
CUST000381,2022-05-16,Mumbai,Male,46-55,Gold
CUST000382,2023-11-27,Ahmedabad,Male,36-45,Silver
CUST000383,2024-02-05,Bangalore,Male,46-55,Bronze
CUST000384,2024-05-23,Lucknow,Male,18-25,Silver
CUST000385,2023-02-12,Kolkata,Female,26-35,Gold
CUST000386,2023-09-17,Lucknow,Female,26-35,Bronze
CUST000387,2024-01-11,Hyderabad,Male,36-45,Bronze
CUST000388,2022-09-23,Lucknow,Male,26-35,Bronze
CUST000389,2020-11-13,Hyderabad,Female,18-25,Silver
CUST000390,2021-01-23,Kolkata,Male,26-35,Bronze
CUST000391,2021-08-30,Jaipur,Female,46-55,Gold
CUST000392,2021-03-21,Hyderabad,Female,26-35,Silver
CUST000393,2020-04-29,Mumbai,Female,18-25,Silver
CUST000394,2023-04-01,Lucknow,Female,18-25,Bronze
CUST000395,2024-02-15,Lucknow,Male,18-25,Silver
CUST000396,2023-01-15,Mumbai,Female,26-35,Bronze
CUST000397,2020-05-04,Delhi,Male,36-45,Bronze
CUST000398,2024-03-11,Pune,Male,36-45,Silver
CUST000399,2021-10-04,Jaipur,Female,36-45,Bronze
CUST000400,2020-04-27,Ahmedabad,Male,26-35,Silver
CUST000401,2020-04-12,Hyderabad,Female,46-55,Bronze
CUST000402,2023-04-11,Mumbai,Female,18-25,Bronze
CUST000403,2022-09-03,Kolkata,Female,26-35,Bronze
CUST000404,2022-10-26,Hyderabad,Female,46-55,Platinum
CUST000405,2024-10-12,Pune,Male,18-25,Silver
CUST000406,2022-12-23,Kolkata,Male,18-25,Silver
CUST000407,2020-11-18,Bangalore,Female,46-55,Bronze
CUST000408,2020-04-26,Lucknow,Male,26-35,Bronze
CUST000409,2022-11-06,Bangalore,Female,36-45,Platinum
CUST000410,2020-06-13,Hyderabad,Female,18-25,Bronze
CUST000411,2024-10-09,Pune,Female,36-45,Bronze
CUST000412,2021-01-15,Jaipur,Male,26-35,Silver
CUST000413,2020-05-20,Hyderabad,Male,18-25,Bronze
CUST000414,2023-05-03,Mumbai,Male,36-45,Gold
CUST000415,2020-05-19,Chennai,Male,18-25,Silver
CUST000416,2023-10-14,Hyderabad,Female,26-35,Bronze
CUST000417,2024-10-31,Lucknow,Male,18-25,Bronze
CUST000418,2021-04-26,Lucknow,Male,18-25,Bronze
CUST000419,2022-04-06,Hyderabad,Male,26-35,Gold
CUST000420,2020-09-02,Kolkata,Female,18-25,Silver
CUST000421,2023-03-12,Chennai,Female,46-55,Bronze
CUST000422,2021-05-19,Mumbai,Male,18-25,Bronze
CUST000423,2023-03-31,Hyderabad,Male,26-35,Silver
CUST000424,2023-05-02,Kolkata,Male,18-25,Silver
CUST000425,2020-03-22,Lucknow,Male,26-35,Bronze
CUST000426,2023-06-22,Lucknow,Female,46-55,Bronze
CUST000427,2020-06-16,Pune,Female,18-25,Bronze
CUST000428,2022-05-08,Hyderabad,Male,56+,Silver
CUST000429,2023-09-08,Chennai,Male,18-25,Platinum
CUST000430,2023-04-10,Delhi,Other,36-45,Bronze
CUST000431,2023-03-03,Chennai,Male,26-35,Silver
CUST000432,2022-12-06,Lucknow,Female,46-55,Bronze
CUST000433,2021-10-09,Lucknow,Male,26-35,Bronze
CUST000434,2021-06-18,Bangalore,Female,26-35,Bronze
CUST000435,2021-02-22,Lucknow,Male,18-25,Gold
CUST000436,2023-10-03,Mumbai,Female,18-25,Bronze
CUST000437,2024-01-06,Ahmedabad,Other,46-55,Silver
CUST000438,2021-10-05,Hyderabad,Male,26-35,Bronze
CUST000439,2021-05-03,Chennai,Male,26-35,Bronze
CUST000440,2021-06-27,Ahmedabad,Male,36-45,Bronze
CUST000441,2022-03-21,Kolkata,Male,26-35,Silver
CUST000442,2020-09-25,Delhi,Male,56+,Bronze
CUST000443,2023-10-07,Mumbai,Male,36-45,Silver
CUST000444,2023-08-14,Chennai,Female,26-35,Bronze
CUST000445,2021-09-06,Ahmedabad,Male,46-55,Bronze
CUST000446,2022-07-25,Delhi,Male,18-25,Bronze
CUST000447,2021-10-09,Bangalore,Female,26-35,Bronze
CUST000448,2024-03-19,Mumbai,Male,26-35,Bronze
CUST000449,2020-05-28,Mumbai,Female,18-25,Bronze
CUST000450,2020-01-20,Bangalore,Male,36-45,Silver
CUST000451,2022-07-27,Hyderabad,Female,46-55,Silver
CUST000452,2023-06-26,Bangalore,Female,26-35,Bronze
CUST000453,2023-02-27,Mumbai,Female,26-35,Bronze
CUST000454,2020-07-23,Mumbai,Other,56+,Bronze
CUST000455,2020-05-30,Ahmedabad,Male,26-35,Bronze
CUST000456,2023-01-06,Lucknow,Other,26-35,Bronze
CUST000457,2021-03-12,Delhi,Male,26-35,Gold
